What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,,,,,,,What types of purchases are you involved in?,,,,,,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",,,,,,,,What type of project are you developing?,Which languages are you proficient in?,,,,,,,,,,,,,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),,,,,,,,,,,,,,,,,"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
Other Asia,,25-29,41310,Software Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Michigan,25-29,41435,Education,"Fortune 1000 (1,000+)",IT Staff / System Administrator,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,"$100,001 - $150,000",,,Web Platform,,,CSS,PHP,,,SQL,C#,C++,,Perl,,,Windows XP,It pays the bills,"$40,000 - $60,000",iPhone,,,,,Kindle,,Blu-Ray,,AppleTV,iPad,,PS3,,,,,"$1,001-$2,000",Server Fault
United Kingdom,,20-24,41310,Finance / Banking,Start Up (1-25),Server Programmer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,,,,,,,,Windows XP,I enjoy going to work,"$20,000 - $40,000",iPhone,,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
Middle East,,40-50,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,,Recommender,Approver,,Check Writer,,I'm a Seller,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,"<$10,000",,,,,,,,Mobile,Java,,CSS,,,Ruby,,,C++,C,,,objective c,Mac OS X,I'm not happy in my job,"<$20,000",iPhone,,,,,,,,,,iPad,,,,Wii,,,$251-$500,Stack Overflow
Germany,,30-34,11,Consulting,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,Python,Ruby,,,,,Perl,,,Mac OS X,I enjoy going to work,"<$20,000",,,,,,,,,,,,,,,,,,<$100,Stack Overflow
Canada,,25-29,41310,Finance / Banking,Mature Small Business (25-100),Desktop Application Developer,Once in a blue moon,,Recommender,,,,,,,,,,,Other,,,,,,,,Don't know,Mobile,,,,,,,,,,,Perl,,,Windows 7,I enjoy going to work,"<$20,000",,Android,,,,,,,,,,,,,,,,<$100,None
Other Europe,,20-24,41310,Software Products,Mid Sized (100-999),Embedded Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,,,,,,,,C#,,,,,Objective-C,Mac OS X,I enjoy going to work,"$20,000 - $40,000",iPhone,Android,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,20-24,11,Web Services,Start Up (1-25),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,,,,,,,,Windows 7,It pays the bills,"$20,000 - $40,000",,Android,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
United Kingdom,,20-24,11,Web Services,Start Up (1-25),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,,,,,,,,Windows 7,,,,,,,,,,,,,,,,,,,,,
Other Europe,,25-29,41310,Software Products,Start Up (1-25),Other,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,,,,,,,C++,,,,Scala,Linux,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,Regular Mobile Phone,,,,,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
Other Asia,,25-29,41310,Software Products,Mature Small Business (25-100),Web Application Developer,Once in a blue moon,,Recommender,,,,No Involvement,,,,,,Consultants,Other,,"$10,001 - $25,000",,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,,,,,,ASP 3.0,Windows XP,It pays the bills,"$20,000 - $40,000",,,,Other Smart Phone,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41310,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Mobile,Java,,CSS,,,,,,,,,,Groovy,Windows 7,It pays the bills,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
Middle East,,35-39,11,Other,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,Influencer,Recommender,,Purchaser,,,,Hardware,,Software,,,,"<$10,000",,,,,,,,Enterprise,Java,,,,,,,,C++,C,,,ada,Windows XP,I enjoy going to work,"$20,000 - $40,000",,,,,,,,,,,,Other netbook,,,,,,$100-$250,Stack Overflow
Middle East,,25-29,<2,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,,,,,,,,,,,Windows 7,I enjoy going to work,"$20,000 - $40,000",,Android,,,,,,,HDTV,,,,,,,Other gaming system,,"$501-$1,000",Stack Overflow
United Kingdom,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,I run this place,,,,Purchaser,,,,,,Software,,,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",iPhone,,,,,,,,,,iPad,,,,,,,$251-$500,Stack Overflow
Canada,,< 20,<2,Web Services,"Other (not working, consultant, etc.)",Other,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,,C++,C,,,,Windows 7,I enjoy going to work,,,,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
Other Asia,,25-29,41435,Software Products,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,,PHP,,,,C#,C++,C,,,,Windows XP,I'm not happy in my job,"<$20,000",,,,,Regular Mobile Phone,,,,,,,Other netbook,,,,,,$251-$500,Stack Overflow
Other Europe,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,,Recommender,Approver,,,,,Hardware,Servers,Software,,Consultants,,,,"$25,001 - $40,000",,,,,,Mobile,Java,JavaScript,,,,,,,,C,,,,Mac OS X,I enjoy going to work,"$100,000 - $120,000",iPhone,Android,,,,Kindle,,Blu-Ray,HDTV,,iPad,Other netbook,,,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,30-34,41435,Advertising,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,,,,,,,Linux,I enjoy going to work,"$60,000 - $80,000",,,,,,,,,,,,,,,,,not have,<$100,Stack Overflow
United States of America,California,20-24,<2,Education,"Other (not working, consultant, etc.)",Other,,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,,,,,,,,C++,C,Perl,,,Mac OS X,It pays the bills,,iPhone,,,,,,,,,,,Other netbook,,,Wii,,,"$2,001-$3,000",Stack Overflow
United States of America,Texas,35-39,11,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,I'm a Seller,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,,CSS,PHP,,,,,,,,,,Mac OS X,I enjoy going to work,"$80,000 - $100,000",iPhone,,,,,,,,,,iPad,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,New York,20-24,41310,Web Services,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,Java,,CSS,PHP,,,SQL,C#,C++,,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,Android,,,,Kindle,,,,,,,,,,,,$100-$250,
United States of America,Tennessee,20-24,<2,Consulting,Start Up (1-25),Desktop Application Developer,It's been known to happen,Influencer,,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,"$41,000 - $75,000",,,,,Mobile,,,,,Python,,,,C++,C,,,Objective C,Mac OS X,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,Kindle,,,HDTV,AppleTV,iPad,,,,,,,">$3,000",Stack Overflow
United States of America,Illinois,35-39,11,Finance / Banking,"Fortune 1000 (1,000+)",IT Staff / System Administrator,It's been known to happen,Influencer,Recommender,,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,"$41,000 - $75,000","$75,001 - $100,000","$100,001 - $150,000",,,Enterprise,,,,,,,,,,,,None,,Linux,I enjoy going to work,"$80,000 - $100,000",,,Blackberry,,,,,,,,,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
United States of America,Oregon,< 20,<2,Other,Student,Student,It's been known to happen,Influencer,Recommender,,Purchaser,,,,,,,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,Java,,CSS,,,,,C#,,,,,,Windows Vista,I enjoy going to work,Student / Unemployed,,,,,Regular Mobile Phone,,,,,,,,,,Wii,,,<$100,Stack Overflow
United States of America,California,< 20,41435,Web Services,Start Up (1-25),Web Application Developer,I run this place,,Recommender,,,,,,Hardware,Servers,Software,,,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,HTML,Windows 7,So happy it hurts,Student / Unemployed,,,,,Regular Mobile Phone,,,,,,,,,,,,,$100-$250,Stack Overflow
Canada,,25-29,<2,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,,,,Ruby,SQL,,C++,C,,,,Mac OS X,It pays the bills,"$40,000 - $60,000",iPhone,,,,,,,,,AppleTV,iPad,,PS3,,,Other gaming system,,"$1,001-$2,000",Stack Overflow
Middle East,,20-24,41310,Software Products,Mature Small Business (25-100),Web Application Developer,I run this place,Influencer,Recommender,,,,,,Hardware,Servers,Software,,,Other,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,PHP,Python,,,,,,,,,Linux,It pays the bills,"$20,000 - $40,000",iPhone,,,,Regular Mobile Phone,,,,,,,,,,,,,$100-$250,Stack Overflow
Other Asia,,20-24,<2,Web Services,Start Up (1-25),Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,,,,,,,,,,,,Windows 7,I enjoy going to work,,,,,,Regular Mobile Phone,,,,,,,,,,,,,$100-$250,Programmers Stack Exchange
United States of America,New York,35-39,11,Finance / Banking,Mature Small Business (25-100),IT Manager,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,"$10,001 - $25,000",,,,,,,Enterprise,,,,,,,,C#,,,,,,Windows 7,I enjoy going to work,">$140,000",,,,,,Kindle,,,,,,,,Xbox,,,WP7,"$1,001-$2,000",Stack Overflow
United States of America,Washington,25-29,41435,Other,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,,"User Equipment: Monitors, PCs, Laptops",,Other,,,,,,,,Don't know,Web Platform,Java,,CSS,PHP,Python,Ruby,,,C++,C,Perl,,name it.,Linux,It pays the bills,Student / Unemployed,,,,,,,,Blu-Ray,,,,,PS3,,,Other gaming system,,"$501-$1,000",Stack Overflow
Germany,,< 20,41310,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,,Perl,,,Linux,I enjoy going to work,"<$20,000",,Android,,,,,,,HDTV,,,,,,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,New York,20-24,41310,Gaming,Mature Small Business (25-100),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,JavaScript,,PHP,,Ruby,SQL,,C++,C,,,Objective-C,Mac OS X,So happy it hurts,"$60,000 - $80,000",iPhone,,Blackberry,,,,,Blu-Ray,HDTV,,iPad,,PS3,,,,,"$2,001-$3,000",Stack Overflow
United States of America,California,30-34,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,,CSS,,,,,,,,,,HTML,Mac OS X,So happy it hurts,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,,,,,,,$251-$500,Stack Overflow
United States of America,Illinois,25-29,41435,Manufacturing,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,CSS,PHP,,,SQL,C#,,,,,ABAP,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Arkansas,< 20,<2,Software Products,Student,Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,CSS,,,Ruby,,,,C,,,"Shell Scripting, Objective-C",Mac OS X,So happy it hurts,Student / Unemployed,iPhone,,,,,,,Blu-Ray,,,,,,,,,,<$100,Super User
Other Europe,,30-34,41435,Software Products,Mature Small Business (25-100),Other,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,JavaScript,CSS,,,Ruby,,,,,,,,Windows 7,It pays the bills,"<$20,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,,,iPod Touch,"$2,001-$3,000",Stack Overflow
United States of America,Colorado,40-50,11,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,Once in a blue moon,,Recommender,,,,,,Hardware,,Software,,,,,,,,,,,Don't know,Enterprise,,JavaScript,,,,,SQL,C#,,,,,VB,Windows 7,It pays the bills,"$60,000 - $80,000",,,Blackberry,,,,,,,,,,,Xbox,,,,">$3,000",Programmers Stack Exchange
Other Europe,,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,"$41,000 - $75,000",,,,,Other,Java,,,PHP,,,SQL,C#,C++,C,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",iPhone,,,,,,,,HDTV,,,Other netbook,,,,Other gaming system,,"$501-$1,000",Stack Overflow
Other Asia,,40-50,11,Software Products,Start Up (1-25),Embedded Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,,Check Writer,,,Hardware,Servers,Software,,,Other,,,"$25,001 - $40,000",,,,,,Web Platform,Java,,CSS,PHP,,,,,C++,C,,,x86 assembler OO-pascal,Linux,So happy it hurts,,,,,,Regular Mobile Phone,,,,,,,Other netbook,,,,,android slate,"$1,001-$2,000",Stack Overflow
United States of America,Washington,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,Influencer,Recommender,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,"$100,001 - $150,000",,,Other,,,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$120,000 - $140,000",iPhone,,,Other Smart Phone,,,,,HDTV,,,,,Xbox,,,,">$3,000",Stack Overflow
Canada,,30-34,11,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,Influencer,Recommender,Approver,Purchaser,,No Involvement,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,,Other,,JavaScript,CSS,PHP,,,SQL,,C++,C,,None,"Pascal, Assembler",Windows 7,I enjoy going to work,Student / Unemployed,,,,,,,,,,,,,PS3,,,Other gaming system,misc,$100-$250,Super User
South America,,40-50,11,Consulting,Mid Sized (100-999),Manager of Developers or Team Leader,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,,Consultants,,,"$10,001 - $25,000",,,,,,,SaaS,,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,Lua,Linux,It pays the bills,"$20,000 - $40,000",,,Blackberry,,Regular Mobile Phone,,,Blu-Ray,HDTV,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Illinois,25-29,41435,Web Services,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,Check Writer,,,Hardware,,Software,,Consultants,,,"$10,001 - $25,000",,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,,,Android,,,,Kindle,,,HDTV,,,,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
South America,,20-24,41310,Education,"Other (not working, consultant, etc.)",Student,Unless it's stoopid it gets done,,Recommender,,,,,,,,,,,Other,"<$10,000",,,,,,,,Enterprise,,,,,,,SQL,C#,,,,,,Windows 7,It pays the bills,Student / Unemployed,,Android,,,,Kindle,,,,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
United States of America,New Jersey,30-34,41435,Finance / Banking,Mature Small Business (25-100),Other,It's been known to happen,Influencer,,,,,,,,,Software,,,,"<$10,000",,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$120,000 - $140,000",iPhone,,,,,Kindle,,,,,,,,,,,,">$3,000",Stack Overflow
United States of America,Arizona,25-29,41435,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,Influencer,Recommender,,,,No Involvement,,Hardware,Servers,Software,,,,,"$10,001 - $25,000",,,,,,,Web Platform,Java,JavaScript,CSS,,,,SQL,C#,,,Perl,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,Kindle,,Blu-Ray,,,,,,Xbox,,,,$100-$250,Stack Overflow
United States of America,Washington,25-29,11,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,,,,Other,,,,,,,,Don't know,Other,,,,PHP,,,SQL,C#,C++,C,,,,Windows 7,So happy it hurts,"$100,000 - $120,000",,,,Other Smart Phone,,,,,,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
United States of America,Washington,51-60,11,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,JavaScript,CSS,PHP,,,,,C++,C,,,,Windows 7,I enjoy going to work,"$120,000 - $140,000",,,,,,,,,HDTV,,,,,Xbox,,,,$100-$250,Stack Overflow
United Kingdom,,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,,,Approver,,Check Writer,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,Java,,,,,Ruby,,,,C,,,Objective C,Mac OS X,I enjoy going to work,"<$20,000",,,,,,,,,,,,,,,Wii,,,,Stack Overflow
South America,,< 20,41310,Gaming,Start Up (1-25),Desktop Application Developer,I run this place,,Recommender,Approver,,Check Writer,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,Don't know,Enterprise,,,CSS,PHP,,,SQL,C#,C++,C,,,Assembly,Windows 7,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,Other gaming system,,$251-$500,Stack Overflow
Middle East,,< 20,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,Influencer,Recommender,,Purchaser,,,,,Servers,Software,,,Other,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,,,,,,,,,,Mac OS X,So happy it hurts,Student / Unemployed,,Android,,,,Kindle,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
Netherlands,,< 20,41310,Web Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,20-24,41310,Other,Mid Sized (100-999),Other,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,CSS,PHP,,,,,,,,,vb,Windows XP,It pays the bills,"$40,000 - $60,000",,,,Other Smart Phone,Regular Mobile Phone,,,,HDTV,,,,,,Wii,Other gaming system,,$251-$500,Stack Overflow
India,,20-24,41310,Gaming,Mature Small Business (25-100),Desktop Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Mobile,Java,,,,,,,,,,,,,Linux,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,,,,,,,,,,,<$100,Super User
Australia,,20-24,41435,Consulting,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,No Involvement,,,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,"$10,001 - $25,000",,,,,,,SaaS,,,CSS,PHP,,Ruby,,,,,,,,Mac OS X,So happy it hurts,"$80,000 - $100,000",iPhone,,,,,,,,HDTV,,,,PS3,Xbox,,,,">$3,000",Stack Overflow
Other Europe,,25-29,41435,Software Products,Start Up (1-25),Embedded Application Developer,It's been known to happen,,Recommender,,,,No Involvement,,,,,,,Other,"<$10,000",,,,,,,,Mobile,,JavaScript,CSS,PHP,,Ruby,,,,C,,,,Mac OS X,I enjoy going to work,"<$20,000",iPhone,,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
United States of America,California,30-34,11,Software Products,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,,,,,,,Don't know,Enterprise,Java,,,,Python,,SQL,C#,,C,,,,Windows 7,I enjoy going to work,"$100,000 - $120,000",,Android,,,,Kindle,,Blu-Ray,HDTV,,,,,,Wii,,,">$3,000",Stack Overflow
United Kingdom,,25-29,41435,Finance / Banking,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Other,Java,,,,,,SQL,,,,,,,Linux,I enjoy going to work,,iPhone,,,,,,,,HDTV,,iPad,,,,Wii,,,"$1,001-$2,000",Stack Overflow
France,,40-50,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,"$10,001 - $25,000",,,,,,,Enterprise,,JavaScript,,,,,SQL,C#,C++,C,,,,Windows 7,So happy it hurts,"$80,000 - $100,000",iPhone,,,Other Smart Phone,,,,Blu-Ray,,,,,,Xbox,Wii,,,"$501-$1,000",Stack Overflow
France,,25-29,41310,Web Services,Mid Sized (100-999),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,CSS,PHP,,,SQL,,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
Italy,,25-29,41310,Web Services,Student,Web Application Developer,I run this place,Influencer,Recommender,Approver,,,,,Hardware,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,Python,,SQL,,,,,,,Mac OS X,I'm not happy in my job,Student / Unemployed,iPhone,,,,,,,Blu-Ray,HDTV,,,,PS3,,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
Other Europe,,< 20,<2,Other,Student,Student,,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,CSS,PHP,,,,C#,C++,C,,,,Windows 7,I enjoy going to work,Student / Unemployed,,,,,,,,,,,,,,,,,iPod touch,$100-$250,Stack Overflow
Other Europe,,35-39,11,Healthcare,"Fortune 1000 (1,000+)",Other,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Mobile,Java,JavaScript,,PHP,,,SQL,,C++,C,Perl,,ObjectiveC,Mac OS X,So happy it hurts,"$100,000 - $120,000",iPhone,,,,,,,,HDTV,AppleTV,iPad,,,,Wii,,,">$3,000",Stack Overflow
United Kingdom,,< 20,41310,Other,Student,Student,,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,,,Ruby,,,,,,,,Mac OS X,It pays the bills,,,,,,,,,,,,,,,,,,,,Stack Overflow
Other Europe,,40-50,11,Consulting,Start Up (1-25),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,CSS,,,,,C#,,,,,Objective C,Windows XP,I enjoy going to work,"<$20,000",iPhone,,,,,,,,HDTV,,iPad,,,,,,,<$100,Stack Overflow
Mexico,,25-29,41310,Consulting,"Fortune 1000 (1,000+)",Systems Analyst,Not in a million years,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,,,,,,,,,,,,Windows Vista,It pays the bills,"$20,000 - $40,000",,,,,,,,,HDTV,,,,PS3,,,,,,Stack Overflow
United Kingdom,,35-39,11,Education,"Other (not working, consultant, etc.)",Server Programmer,It's been known to happen,,Recommender,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,SaaS,Java,,,,Python,,,,C++,C,,,,Mac OS X,I'm not happy in my job,"$40,000 - $60,000",iPhone,,,,,Kindle,,,,,,,,,,,,$251-$500,Stack Overflow
Germany,,35-39,11,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Other,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,Linux,I enjoy going to work,"<$20,000",,,,Other Smart Phone,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
Other Europe,,35-39,11,Education,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Other,Java,,,,,,,,,,Perl,,Prolog,Linux,I enjoy going to work,Student / Unemployed,,Android,,,,,,,,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
Other Europe,,20-24,41435,Web Services,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"<$20,000",,,Blackberry,,,,,,,,,,,Xbox,,,,$251-$500,Stack Overflow
United States of America,Maryland,30-34,11,Healthcare,"Fortune 1000 (1,000+)",Embedded Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,"$41,000 - $75,000",,,,,Other,Java,JavaScript,CSS,,Python,Ruby,SQL,C#,C++,C,Perl,,R VB,Linux,I enjoy going to work,"$100,000 - $120,000",,,,Other Smart Phone,,Kindle,,,HDTV,,iPad,,,Xbox,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
